page_num,genus,epithet,infra,author,misc.
555,Aaronsohnia,,,Warburg et Eig ,
555,Aaronsohnia,factorovskyi,,Warb. et Eig in Eig ,
555,Acantholepis,,,Less.' ,
555,Acantholepis,orientalis,,Less. ,
555,Acantholimon,,,Boiss. ,
555,Acantholimon,acerosum,,(Willd.) Boiss. ,
555,Acantholimon,agropyroideum,,Mobayen ,
555,Acantholimon,androsaceum,,(Jaub. et Spach) Boiss. ,
555,Acantholimon,antilibanoticum,,Mout. ,
555,Acantholimon,baltanense,,Boiss. et Hausskn. ,
555,Acantholimon,damassanum,,Mobayen ,
555,Acantholimon,echinus,,auct. ,
555,Acantholimon,laxiflorum,,Boiss. ex Bunge ,
555,Acantholimon,libanoticum,,Boiss. ,
555,Acantholimon,libanoticum,ulicinum,(Willd.) Boiss. ,var.
555,Acantholimon,ulicinum,,(Schultes) Boiss. ,
555,Acanthus,,,L. ,
555,Acanthus,dioscoridis,,L. ,
555,Acanthus,mollis,,L. ,
555,Acanthus,raddei,,Trautv. ,
555,Acanthus,syriacus,,Boiss. ,
555,Achillea,,,L. ,
555,Achillea,aleppica,,DC. ,
555,Achillea,aleppica,aleppica,,subsp.
555,Achillea,argentea,,Lam. ,
555,Achillea,biebersteinii,,Afan. ,
555,Achillea,conferta,,DC. ,
555,Achillea,damascena,,DC. ,
555,Achillea,eriophora,,auct. non DC. ,
555,Achillea,falcata,,L. ,
555,Achillea,fragrantissima,,(Forssk.) Schultz Bip. ,
555,Achillea,gossypina,,Hand.-Mazz. ,
555,Achillea,imbricata,,DC. ,
555,Achillea,kotschyi,,Boiss. ,
555,Achillea,Krascheninnikovii,,Afan. ,
555,Achillea,membranacea,,(Labili.). DC. ,
555,Achillea,membranacea,,Rech. fil. non (Labili.) ,
555,Achillea,DC.,,,
555,Achillea,micrantha,,Willd. non Willd. ,
555,Achillea,odorata,,W. Koch ,
555,Achillea,odorata,kotschyi,(Boiss.) Bornm. ,subsp.
555,Achillea,odorata,grata,Fenzl ,var.
555,Achillea,oligocephala,,DC. ,
555,Achillea,santohna,,"auct. mult, non L. ",
555,Achillea,sulphurea,,Boiss. ,
555,Achillea,teretifolia,,Ledeb. non Willd. ,
555,Achillea,urumoffii,,Hal. ,
555,Achillea,wilhelmsii,,C. Koch ,
555,Acinos,,,Miller ,
555,Acinos,rotundifolius,,Pers. non Friv. nee Host ,
555,Aetheorhiza,,,Cass. ,
555,Aetheorhiza,bulbosa,,(L.) Cass. ,
555,Ajuga,,,L. ,
555,Ajuga,chamaepitys,,(L.) Schreb. ,
555,Ajuga,chasmophila,,Davis ,
555,Ajuga,chia,,Schreb. ,
555,Ajuga,chia,suffrutescens,Boiss. ,var.
555,Ajuga,chia,tridactylites,(Benth.) Boiss. ,var.
555,Ajuga,glabra,,sensu Benth. non C. Presl ,
555,Ajuga,laevigata,,Boiss. ,
555,Ajuga,orientalis,,L. ,
555,Ajuga,palaestina,,Boiss. ,
555,Ajuga,rechingeri,,Bilik ,
555,Ajuga,tridactylites,,Gingins ex Benth. ,
555,Ajuga,vestita,,Boiss. ,
555,Alkanna,,,Tausch ,
555,Alkanna,auranitica,,Mouterde ,
555,Alkanna,confusa,,Sam. ex Rech. fil. ,
555,Alkanna,galilaea,,Boiss. ,
555,Alkanna,hirsutissima,,(Bertol.) A. DC. ,
555,Alkanna,kotschyana,,DC. ,
555,Alkanna,leiocarpa,,Rech. fil. ,
555,Alkanna,maleolens,,Bornm. ,
555,Alkanna,macrophylla,,auct. ,
555,Alkanna,macrophylla,,Boiss. et Heldr. ,
555,Alkanna,orientalis,,(L.) Boiss. ,
555,Alkanna,orientalis,integrifolia,(Post) Mout. ,subsp.
555,Alkanna,orientalis,integrifolia,Post ,var.
555,Alkanna,prasinophylla,,Rech. fil. ,
555,Alkanna,strigosa,,Boiss. et Hohen. ,
555,Alkanna,syriaca,,Boiss. ,
555,Alkanna,tinctoria,,Tausch ,
555,Amaracus,,,Hill ,
555,Amaracus,libanoticus,,(Boiss.) Briq. ,
555,Ambrosia,,,L. ,
555,Ambrosia,maritima,,L. ,
555,Anacyclus,,,L. ,
555,Anacyclus,clavatus,,(Desf.) Pers. ,
556,Anacyclus,nigellifolius,,Boiss. ,
556,Anacyclus,radiatus,,Loisel. ,
556,Anagallis,,,L. ,
556,Anagallis,arvensis,,L. ,
556,Anagallis,arvensis,arvensis,,var.
556,Anagallis,arvensis,caerulea,(L.) Gouan ,var.
556,Anagallis,caerulea,,L. ,
556,Anagallis,latifolia,,L. ,
556,Anagallis,phoenicea,,Scop. ,
556,Anarrhinum,,,Desf. ,
556,Anarrhinum,orientale,,Benth. ,
556,Anchusa,,,L. ,
556,Anchusa,aegyptiaca,,(L.) DC. ,
556,Anchusa,aggregata,,Lehm. ,
556,Anchusa,azurea,,Mill. ,
556,Anchusa,aucheri,,A. DC. ,
556,Anchusa,barrelieri,,(AH.) Vitm. ,
556,Anchusa,dinsmorei,,Rech. f. ,
556,Anchusa,hispida,,Forssk. ,
556,Anchusa,hybrida,,Ten. ,
556,Anchusa,italica,,Retz ,
556,Anchusa,milleri,,Willd. ,
556,Anchusa,neglecta,,A. DC. ,
556,Anchusa,orientalis,,L. ,
556,Anchusa,palmyrensis,,Post ,
556,Anchusa,spinocarpos,,Forssk. ,
556,Anchusa,strigosa,,Labili. ,
556,Anchusa,strigosa,mesopotamica,Post ,var.
556,Anchusa,tiberiadis,,Post ,
556,Anchusa,ventricosa,,Sra. ,
556,Androsace,,,L. ,
556,Androsace,maxima,,L. ,
556,Androsace,multiscapa,,Duby ,
556,Androsace,villosa,,L. ,
556,Andryala,,,L. ,
556,Andryala,dentata,,Sibth. et Sm. ,
556,Andryala,integrifolia,,L. ,
556,Anoplanthus,,,Endl. ,
556,Anoplanthus,coccineus,,(M. Bieb.) Walp. ,
556,Anthémis,,,L. ,
556,Anthémis,aaronsohnii,,Eig ,
556,Anthémis,alexandrettae,,Eig ,
556,Anthémis,altissima,,L. ,
556,Anthémis,amblyolepis,,Eig ,
556,Anthémis,antilibanotica,,Eig ,
556,Anthémis,austriaca,,Jacq. ,
556,Anthémis,blancheana,,Boiss. ,
556,Anthémis,blancheana,coronifera,Eig ,var.
556,Anthémis,bornmălleri,,Stoj. et Acht. ,
556,Anthémis,breviradiata,,Eig ,
556,Anthémis,cassia,,Boiss. ,
556,Anthémis,chia,,L. ,
556,Anthémis,clavata,,Desf. ,
556,Anthémis,coelopoda,,Boiss. ,
556,Anthémis,coelopoda,bourgaei,Boiss. ,var.
556,Anthémis,cornucopiae,,Boiss. ,
556,Anthémis,corymbulosa,,Boiss. ,
556,Anthémis,cota,,L. ,
556,Anthémis,cotula,,L. ,
556,Anthémis,eretica,,L. ,
556,Anthémis,eretica,cassia,(Boiss.) Grierson ,subsp.
556,Anthémis,eretica,discoidea,Post ,var.
556,Anthémis,deltawensis,,Eig ,
556,Anthémis,deserti-syriaci,,Eig ,
556,Anthémis,didymaea,,Mouterde ,
556,Anthémis,discoidea,,(All.) Willd. ,
556,Anthémis,emasensis,,Eig ,
556,Anthémis,halophila,,Boiss. et Bal. ,
556,Anthémis,haussknechtii,,Boiss. et Reut. ,
556,Anthémis,hebronica,,Boiss. et Ky. ,
556,Anthémis,hermonis,,Eig ,
556,Anthémis,hyalina,,DC. ,
556,Anthémis,leucanthemifolia,,Boiss. et Bl. ,
556,Anthémis,leucolepis,,Eig ,
556,Anthémis,libanotica,,DC. ,
556,Anthémis,lyonnetioides,,Boiss. ,
556,Anthémis,melanolepis,,Boiss. ,
556,Anthémis,melanolepis,,sensu Eig non Boiss. ,
556,Anthémis,membranacea,,Labili. ,
556,Anthémis,mixta,,L. ,
556,Anthémis,palestina,,Reut. in Boiss. ,
556,Anthémis,palestina,,Reuter p.p. in Boiss. ,
556,Anthémis,patentissima,,Eig ,
556,Anthémis,pauciloba,,Boiss. ,
556,Anthémis,philistea,,Boiss. ,
556,Anthémis,pseudocotula,,Boiss. ,
556,Anthémis,rascheyana,,Boiss. ,
556,Anthémis,rotata,,Boiss. ,
556,Anthémis,samuelssonii,,Rech. fii. ,
556,Anthémis,scariosa,,Banks et Sol. ,
556,Anthémis,secundiramea,,Biv. ,
556,Anthémis,secundiramea,urvilleana,DC. ,var.
556,Anthémis,syriaca,,Bornm. ,
556,Anthémis,tinctoria,,L. ,
556,Anthémis,tinctoria,discoidea,(AH.) Vahl ,var.
556,Anthémis,tomentosa,,Gouan ,
556,Anthémis,tricomis,,Eig ,
556,Anthémis,tripolitana,,Boiss. et Bl. ,
556,Anthémis,tubicina,,Boiss. ,
556,Anthémis,wettsteiniana,,Hand.-Mazz. ,
556,Antirrhinum,,,L. ,
556,Antirrhinum,aegyptiacum,,L. ,
556,Antirrhinum,albifrons,,Sibth. et Sm. ,
556,Antirrhinum,arvense,,L. ,
556,Antirrhinum,ascalonica,,Boiss. et Ky ,
556,Antirrhinum,chalepense,,L. ,
556,Antirrhinum,cymbalaria,,L. ,
556,Antirrhinum,clatine,,L. ,
556,Antirrhinum,genistifolium,,L. ,
556,Antirrhinum,majus,,L. ,
556,Antirrhinum,majus,angustifolium,Chav. ,var.
556,Antirrhinum,micranthum,,Cav. ,
556,Antirrhinum,minus,,L. ,
556,Antirrhinum,orontium,,L. ,
557,Antirrhinum,parvtflorum,,Jacq. ,
557,Antirrhinum,pelisserianum,,L. ,
557,Antirrhinum,spurium,,L. ,
557,Antirrhinum,tortuosum,,Bosc ex Chav. ,
557,Anvillea,,,DC. ,
557,Anvillea,garcini,,(Burm.) DC. ,
557,Apargia,,,Scop. ,
557,Apargia,tuberosa,,Willd. ,
557,Apocynum,,,L. ,
557,Apocynum,venetum,,L. ,
557,Arbutus,,,L. ,
557,Arbutus,andrachne,,L. ,
557,Arbutus,unedo,,L. ,
557,Arctium,,,L. ,
557,Arctium,minus,,(Hill.) Bernh. ,
557,Arctium,minus,minus,,subsp.
557,Arctium,minus,pubens,(Babington) Arènes ,subsp.
557,Armeria,,,Willd. ,
557,Armeria,majellensis,,,
557,Armeria,majellensis,leucantha,Boiss. ,var.
557,Armeria,undulata,,(Bory et Chaub.) Boiss. ,
557,Arnebia,,,Forssk. ,
557,Arnebia,comuta,,(Ledeb.) Fisch. et Mey ,
557,Arnebia,decumbens,,(Vent.) Coss. et Kralik ,
557,Arnebia,linearifolia,,DC. ,
557,Arnebia,tubata,,(Bertol.) Sam. ,
557,Artemisia,,,L. ,
557,Artemisia,annua,,L. ,
557,Artemisia,arborescens,,L. ,
557,Artemisia,deliliana,,Besser ,
557,Artemisia,herba-alba,,Asso ,
557,Artemisia,monosperma,,Del. ,
557,Artemisia,scoparia,,Waldst. et Kit. ,
557,Artemisia,verlotorum,,Lamotte ,
557,Arthrolepis,,,Boiss. ,
557,Arthrolepis,membranacea,,(Labili.) Boiss. ,
557,Asclepias,,,L. ,
557,Asclepias,canescens,,Willd. ,
557,Asclepias,fruticosa,,L. ,
557,Asclepias,procera,,Willd. ,
557,Asperugo,,,L. ,
557,Asperugo,procumbens,,L. ,
557,Asperula,,,L. ,
557,Asperula,aparine,,M.Bieb. ,
557,Asperula,arvensis,,L. ,
557,Asperula,arvensis,setosa,(Jaub. et Spach.) Bornm. ,subsp.
557,Asperula,arvensis,orientalis,Bornm. ,var.
557,Asperula,azurea,,Jaub. et Spach. ,
557,Asperula,bargyli,,Gombault ,
557,Asperula,breviflora,,Boiss. ,
557,Asperula,calabrica,,L.f. ,
557,Asperula,dissitiflora,,Post ,
557,Asperula,ghautensis,,Post ,
557,Asperula,glareosa,,Ehrendorfer ,
557,Asperula,glomerata,,(Bieb.) Griseb. ,
557,Asperula,glomerata,capitata,(Labili.) Boiss. ,var.
557,Asperula,humifusa,,M. Bieb. ,
557,Asperula,libanotica,,Boiss. ,
557,Asperula,orientalis,,Boiss. et Hoh. ,
557,Asperula,pseudolibanotica,,Ehrendorfer ,
557,Asperula,rivalis,,Sibth. et Sm. ,
557,Asperula,setosa,,Jaub. et Spach. ,
557,Asperula,stricta,,Boiss. ,
557,Asperula,stricta,alpina,Boiss. ,var.
557,Aster,,,L. ,
557,Aster,crispus,,Forssk. ,
557,Asteriscus,,,Miller ,
557,Asteriscus,aquaticus,,(L.) Less. ,
557,Asteriscus,aquaticus,pygmaeus,DC. ,var.
557,Asteriscus,graveolens,,(Forssk.) Less. ,
557,Asteriscus,lanuginosus,,DC. ,
557,Asteriscus,pygmaeus,,(DC.) Coss. et Dur. ,
557,Asterolinon,,,Hoffmans. et Link ,
557,Asterolinon,linum-stellatum,,(L.) Duby ,
557,Asyneuma,,,Griseb. et Schrenk ,
557,Asyneuma,lanceolatum,,(Willd.) Hand.-Mazz. ,
557,Asyneuma,rigidum,,(Willd.) Grossh. ,
557,Asyneuma,rigidum,sinaï,(A. DC.) Damboldt ,subsp.
557,Asyneuma,virgatum,,(Labili.) Bornm. ,
557,Atractylis,,,L. ,
557,Atractylis,cancellata,,L. ,
557,Atractylis,carduus,,(Forssk.) Christ ,
557,Atractylis,comosa,,Sieb. ex Cass. ,
557,Atractylis,flava,,Desf. ,
557,Atractylis,speciosa,,DC. ,
557,Atropa,,,L. ,
557,Atropa,belladonna,,L. ,
557,Atropa,mandragora,,L. ,
557,Autrania,,,Winkler et Barbey ,
557,Autrania,pulchella,,Winkler et Barbey ,
557,Baceharis,,,L. ,
557,Baceharis,dioscoridis,,L. ,
557,BallotaL.,,,,
557,BallotaL.,antilibanotica,,Post ,
557,BallotaL.,aucheri,,,
557,BallotaL.,damascena,,Boiss. ,
557,BallotaL.,foetida,,Lam. ,
557,BallotaL.,nigra,,L. ,
557,BallotaL.,nigra,uncinata,(Beg.) Patzak ,subsp.
557,BallotaL.,nigra,meridionalis,,var.
557,BallotaL.,nigra,uncinata,Beg. ,f.
557,BallotaL.,saxatilis,,Sieb. ex J. et C. Presl ,
557,BallotaL.,semaanica,,Rech. ,
557,BallotaL.,undulata,,(Fresen.) Benth. ,
558,Barkhausia,,,Moench ,
558,Barkhausia,aculeata,,DC ,
558,Barkhausia,foetida,,(L.) DC. ,
558,Barkhausia,kotschyana,,Boiss. ,
558,Bartsia,,,L. ,
558,Bartsia,latifolia,,(L.) Sibth. et Sm. ,
558,Bartsia,trixago,,L. ,
558,Bartsia,viscosa,,L. ,
558,Bellardia,,,Ail. ,
558,Bellardia,trixago,,(L.) AH. ,
558,Bellis,,,L. ,
558,Bellis,annua,,L. ,
558,Bellis,perennis,,L. ,
558,Bellis,sylvestris,,Cyrillo ,
558,Bidens,,,L. ,
558,Bidens,frondosa,,L. ,
558,Bidens,pilosa,,L. ,
558,Bidens,pilosa,radiata,Schultz Bip. ,var.
558,Bidens,tripartita,,L. ,
558,Blackstonia,,,Huds. ,
558,Blackstonia,acuminata,,(Koch et Ziz) Domin ,
558,Blackstonia,perfoliata,,(L.) Huds. ,
558,Blackstonia,serotina,,(Reichenb.) Beck ,
558,Bombycilaena,,,(DC.) Smolj. ,
558,Bombycilaena,discolor,,(Pers.) Lainz ,
558,Bombycilaena,erecta,,(L.) Smolj. ,
558,Borago,,,L. ,
558,Borago,macranthera,,Banks et Sol. ,
558,Borago,officinalis,,L. ,
558,Brunnera,,,Stev. ,
558,Brunnera,orientalis,,(Schenk) Johnst. ,
558,Bryonia,,,L. ,
558,Bryonia,lasiocarpa,,Mout. ,
558,Bryonia,multiflora,,Boiss. et Heldr. ,
558,Bryonia,syriaca,,Boiss. ,
558,Buglossoides,,,Moench ,
558,Buglossoides,arvensis,,(L.) Johnst. ,
558,Buglossoides,incrassata,,(Guss.) Johnst. ,
558,Buglossoides,purpureocaerulea,,(L.) Johnst. ,
558,Buglossoides,tenuiflora,,(L. fil.) Johnst. ,
558,Buglossum,,,Miller ,
558,Buglossum,barrelieri,,AII. ,
558,Bungea,,,CA. Meyer ,
558,Bungea,trifida,,(Vahl) CA. Meyer ,
558,Buphthalmum,,,L. ,
558,Buphthalmum,aquaticum,,L. ,
558,Buphthalmum,graveolens,,Forrsk. ,
558,Buphthalmum,spinosum,,L. ,
558,Caccinia,,,Savi ,
558,Caccinia,macranthera,,(Banks et Sol.) Brand ,
558,Caccinia,russellii,,Boiss. ,
558,Calamintha,,,Moench ,
558,Calamintha,betulifolia,,Boiss. et Bal. ,
558,Calamintha,clinopodium,,Bentham ,
558,Calamintha,graveolens,,(Bieb.) Benth. ,
558,Calamintha,incana,,(Sibth. et Smith) Boiss. ,
558,Calamintha,menthifolia,,Host ,
558,Calamintha,nepeta,,(L.) Savi ,
558,Calamintha,officinalis,,Moench ,
558,Calamintha,origanifolia,,(Labili.) Boiss. ,
558,Calamintha,purpurascens,,Pers. ,
558,Calamintha,rotundifolia,,(Pers.) Benth. ,
558,Calamintha,rotundifolia,,Host ,
558,Calamintha,vulgaris,,(L.) Halàcsy ,
558,Calendula,,,L. ,
558,Calendula,aegyptiaca,,Pers. ,
558,Calendula,arvensis,,L. ,
558,Calendula,bicolor,,Rafin. ,
558,Calendula,micrantha,,Boiss. ,
558,Calendula,no'iana,,Boiss. ,
558,Calendula,no'iana,sinuata,(Boiss. et Gaill.) Lanza ,subsp.
558,Calendula,officinalis,,L. ,
558,Calendula,palaestina,,Boiss. ,
558,Calendula,persica,,CA. Meyer ,
558,Calendula,sinuata,,Boiss. et Gaill. ,
558,Calendula,tripterocarpa,,Rupr. ,
558,Calhpeltis,,,Stev. ,
558,Calhpeltis,aperta,,Boiss. ,
558,Calhpeltis,cucullaris,,(L.) Rothm. ,
558,Calhpeltis,cucullaris,aperta,Boiss. ,fa
558,Calhpeltis,factorovskyi,,(Eig) Ehrendorfer ,
558,Calotropis,,,R. Br. ,
558,Calotropis,procera,,(Willd.) R. Br. ,
558,Calystegia,,,R. Br. ,
558,Calystegia,sepium,,(L.) R. Br. ,
558,Calystegia,silvatica,,(Kit.) Griseb. ,
558,Calystegia,sylvestris,,(Willd.) Roem. et Schult. ,
558,Campanula,,,L. ,
558,Campanula,athoa,,Boiss. et Heldr. ,
558,Campanula,camptoclada,,Boiss. ,
558,Campanula,cecilii,,Rech. fil. et Schiman-Czeika ,
558,Campanula,cymbalaria,,Sm. in Sibth. et Sm. ,
558,Campanula,damascena,,Labili. ,
558,Campanula,erinus,,L. ,
558,Campanula,euclasta,,Boiss. ,
558,Campanula,fastigiata,,Léon Dufour in A. DC. ,
558,Campanula,flaccidula,,Vatke ,
558,Campanula,hierosolymitana,,Boiss. ,
558,Campanula,hispidissima,,Hochst. ,
558,Campanula,kotschyana,,"A., DC. ",
558,Campanula,libanotica,,A. DC. ,
558,Campanula,pentagonia,,L. ,
558,Campanula,peregrina,,L. ,
558,Campanula,pestalozzae,,Boiss. ,
558,Campanula,phrygia,,Jaub. et Spach ,
558,Campanula,propinqua,,Fisch et Mey. ,
558,Campanula,propinqua,grandiflora,Milne-Redhead ,var.
559,Campanula,rapunculus,,L. ,
559,Campanula,rapunculus,lambertiana,Boiss. ,var.
559,Campanula,rapunculus,spiciformis,Boiss. ,var.
559,Campanula,retrorsa,,Labili. ,
559,Campanula,reuteriana,,Boiss. et Bal. ,
559,Campanula,reuteriana,,Boiss. et Bal. p.p. ,
559,Campanula,rigida,,(Willd.) Boiss. ,
559,Campanula,russeliana,,Roemer et Schultes ,
559,Campanula,sidoniensis,,Boiss. et Bl. ,
559,Campanula,singarensis,,Boiss. et Haussk. ,
559,Campanula,speculum-veneris,,L. ,
559,Campanula,stellaris,,Boiss. ,
559,Campanula,stricta,,L. ,
559,Campanula,stricta,libanotica,(A. DC.) Boiss. ,var.
559,Campanula,strigosa,,Banks et Sol. ,
559,Campanula,sulphurea,,Boiss. ,
559,Campanula,trachelium,,L. ,
559,Campanula,trachelium,athoa,(Boiss. et Heldr.) ,subsp.
559,Campanula,trachelium,orientalis,Boiss. ,var.
559,Campanula,trichopoda,,Boiss. ,
559,Campanula,tubulosa,,(Boiss.) Engler ,
559,Campanula,virgata,,Labili. ,
559,Carbenia,,,Adans. ,
559,Carbenia,benedicta,,(L.) Adans. ,
559,Cardopatium,,,Juss. ,
559,Cardopatium,corymbosum,,(L.) Pers. ,
559,Carduncellus,,,Adans. ,
559,Carduncellus,caeruleus,,(L.) C. Presl ,
559,Carduus,,,L. ,
559,Carduus,acarna,,L. ,
559,Carduus,acicularis,,Bertol. ,
559,Carduus,arabicus,,Jacq. ex Murray ,
559,Carduus,argentatus,,L. ,
559,Carduus,argentatus,polycephalus,Post ,var.
559,Carduus,diacantha,,Labili. ,
559,Carduus,getulus,,Pomel ,
559,Carduus,lanceolatus,,L. ,
559,Carduus,lappaceus,,Bieb. ,
559,Carduus,leucographus,,L. ,
559,Carduus,marianus,,L. ,
559,Carduus,nutans,,L. s.l. ,
559,Carduus,nutans,armenus,Boiss. ,var.
559,Carduus,pycnocephalus,,L. ,
559,Carduus,pycnocephalus,arabicus,(Jacq. ex Murray) ,var.
559,Carduus,syriacus,,L. ,
559,Carduus,thoermeri,,Weinm. ,
559,Carduus,thoermeri,armenus,(Boiss.) Kazmi ,subsp.
559,Carduus,tinctorius,,(L.) Falk ,
559,Carduus,vulgaris,,Savi ,
559,Carlina,,,L. ,
559,Carlina,corymbosa,,L. ,
559,Carlina,corymbosa,libanotica,(Boiss.) Boiss. ,var.
559,Carlina,curetum,,Heldr. ex Hal. ,
559,Carlina,curetum,orientalis,Meusel et Kâstner ,subsp.
559,Carlina,hispanica,,Lam. ,
559,Carlina,hispanica,galilaea,Meusel et Kàstner ,subsp.
559,Carlina,involucrata,,Poiret ,
559,Carlina,involucrata,libanotica,(Boiss.) Meusel et ,subsp.
559,Carlina,kurdica,,Meusel et Kâstner ,
559,Carlina,lanata,,L. ,
559,Carlina,libanotica,,Boiss. ,
559,Carlina,oligocephala,,Boiss. et Kotschy ,
559,Carlina,oligocephala,oligocephala,,subsp.
559,Carthamus,,,L. ,
559,Carthamus,armenus,,Willd. ,
559,Carthamus,caeruleus,,L. ,
559,Carthamus,corymbosus,,(L.) L. ,
559,Carthamus,dentatus,,Vahl ,
559,Carthamus,flavescens,,auct. non Willd. ,
559,Carthamus,flavescens,,Willd. ,
559,Carthamus,glaucus,,M. Bieb. ,
559,Carthamus,glaucus,tennis,(Boiss. et Bl.) Boiss. ,var.
559,Carthamus,nitidus,,Boiss. ,
559,Carthamus,oxyacanthus,,M. Bieb. ,
559,Carthamus,persicus,,Willd. ,
559,Carthamus,tenuis,,(Boiss. et Bl.) Bornm. ,
559,Carthamus,tenuis,foliosus,(Boiss.) Hanelt ,subsp.
559,Carthamus,tenuis,tenuis,,subsp.
559,Carthamus,tinctorius,,L. ,
559,Carthamus,tinctorius,oxyacantha,Alef. ,var.
559,Catananche,,,L. ,
559,Catananche,lutea,,L. ,
559,Celsia,,,L. ,
559,Celsia,agrimoniaefolia,,C. Koch ,
559,Celsia,alpina,,Boiss. et Ky ,
559,Celsia,aureiformis,,Murb. ,
559,Celsia,glandulifera,,Post ,
559,Celsia,glandulosa,,Bouché ,
559,Celsia,heterophylla,,Desf. ,
559,Celsia,horizontalis,,auct. non Moench ,
559,Celsia,joannis,,Bordz. ,
559,Celsia,lanceolata,,Vent. ,
559,Celsia,layardii,,Bail ex Turrill ,
559,Celsia,orientalis,,L. ,
559,Celsia,pinetorum,,Boiss. ,
559,Centaurea,,,L. ,
559,Centaurea,ainetensis,,Boiss. ,
559,Centaurea,alata,,Lam. ,
559,Centaurea,ammocyanus,,Boiss. ,
559,Centaurea,araneosa,,Boiss. ,
559,Centaurea,arifolia,,Boiss. ,
559,Centaurea,axillaris,,Willd. ,
559,Centaurea,babylonica,,(L.) L. ,
559,Centaurea,balsamita,,Lam. ,
559,Centaurea,balsamitoides,,Post ,
559,Centaurea,behen,,L. ,
559,Centaurea,blancheana,,Mouterde ,
560,Centaurea,bruguieriana,,(DC.) Hand.-Mazz. ,
560,Centaurea,bruguieriana,bruguieriana,,subsp.
560,Centaurea,calcitrapa,,,
560,Centaurea,carduiformis,,DC. ,
560,Centaurea,carduiformis,thrinciifolia,(DC.) Wagenitz ,var.
560,Centaurea,cassia,,Boiss. ,
560,Centaurea,cerinthifolia,,Sm. in Sibth. ex Boiss. ,
560,Centaurea,cheiracantha,,Fenzl ex Boiss. ,
560,Centaurea,cheirolopha,,(Fenzl) Wagenitz ,
560,Centaurea,coronopifolia,,Lam. ,
560,Centaurea,crocodylioides,,Boiss. ,
560,Centaurea,crocodylium,,L. ,
560,Centaurea,crocodylium,crocodylioides,(Boiss.) Boiss. ,var.
560,Centaurea,crupinastrum,,Moris ,
560,Centaurea,cyanoides,,Berg et Wahlenb. ,
560,Centaurea,cyanus,,L. ,
560,Centaurea,damascena,,Boiss. ,
560,Centaurea,delbesiana,,Arènes ,
560,Centaurea,depressa,,M. Bieb ,
560,Centaurea,drabifolia,,Sibth. et Sm. ,
560,Centaurea,drabifolia,libanotica,(Boiss.) Wagenitz ,subsp.
560,Centaurea,dumulosa,,Boiss. ,
560,Centaurea,eryngioides,,Lam. ,
560,Centaurea,eryngioides,ainetensis,(Boiss.) Bornm. ,subsp.
560,Centaurea,eryngioides,ainetensis,(Boiss.) Boiss. ,var.
560,Centaurea,eryngioides,brachyacantha,Boiss. ,var.
560,Centaurea,eryngioides,kasiunensis,Bornm. ,var.
560,Centaurea,gentyi,,Thiéb. ,
560,Centaurea,handelii,,Wagenitz ,
560,Centaurea,hermonis,,Boiss. ,
560,Centaurea,heterocarpa,,Boiss. et Gaill. ex Boiss. ,
560,Centaurea,hololeuca,,Boiss. ,
560,Centaurea,hyalolepis,,Boiss. ,
560,Centaurea,iberica,,Trev. ex Sprengel ,
560,Centaurea,iberica,hermonis,(Boiss.) Boiss. ,var.
560,Centaurea,iberica,meryonis,(DC.) Boiss. ,var.
560,Centaurea,jacea,,L. ,
560,Centaurea,jacea,cassia,(Boiss.) Briq. ,var.
560,Centaurea,laxa,,Boiss. et Hausskn. in Boiss. ,
560,Centaurea,leptocephala,,Boiss. ,
560,Centaurea,longispina,,(Post) Wagenitz ,
560,Centaurea,meryonis,,DC. ,
560,Centaurea,mesopotamica,,Bornm. ,
560,Centaurea,microcnicus,,Reese et Sam. in Rech. fil. ,
560,Centaurea,mouterdei,,Wagenitz ,
560,Centaurea,myriocephala,,Schultz Bip. ex Boiss. ,
560,Centaurea,obtusifolia,,(Boiss. et Hausskn.) ,
560,Centaurea,Wagenitz,,,
560,Centaurea,onopordifolia,,Boiss. ,
560,Centaurea,pallescens,,Delile ,
560,Centaurea,pallescens,hyalolepis,(Boiss.) Boiss. ,var.
560,Centaurea,pergamacea,,DC. ,
560,Centaurea,phyllocephala,,Boiss. ,
560,Centaurea,postii,,Boiss. ,
560,Centaurea,procurrens,,Sieb. ex Sprengel ,
560,Centaurea,pseudosinaica,,Mouterde non Czerep. ,
560,Centaurea,ptosimoppapa,,Hayek ,
560,Centaurea,pulchella,,auct. fl. or. non Ledeb. ,
560,Centaurea,pygmaea,,(DC.) Benth. in Benth. et ,
560,Centaurea,reducta,,Wagenitz ,
560,Centaurea,regia,,Boiss. ,
560,Centaurea,regia,regia,,subsp.
560,Centaurea,rigida,,Banks et Sol. ,
560,Centaurea,rigida,schizophylla,(Nâbêlek) Wagenitz ,var.
560,Centaurea,schizophylla,,Nâbëlek ,
560,Centaurea,simulans,,Wagenitz ,
560,Centaurea,sinaica,,DC. ,
560,Centaurea,solstitialis,,L. ,
560,Centaurea,solstitialis,solstitialis,,subsp.
560,Centaurea,speciosa,,Boiss. ,
560,Centaurea,spicata,,Boiss. ,
560,Centaurea,squarrosa,,Willd. non Roth. ,
560,Centaurea,stramenticia,,Hand.-Mazz. ,
560,Centaurea,thrinciifolia,,DC. ,
560,Centaurea,trachonitica,,Post ,
560,Centaurea,triumfettii,,AU. ,
560,Centaurea,urvillei,,DC. ,
